timestamp,rpm,throttle,altitude,ambient_temperature,cht,egt,oil_pressure,oil_temperature,fuel_flow,vibration,battery_voltage,alternator_current,injection_timing,fault_type,scenario
2026-09-18 10:00:00,5210.665097791405,57.283551755164694,3989.477670661989,28.977121620132145,219.7044918325463,524.3291200380238,60.99781880302432,86.87186225764512,28.408704361607224,2.0506643563723386,25.966369974679473,22.025760421027048,20.49308039754407,normal,Normal continuous telemetry
2026-09-18 10:00:01,5222.421952062234,58.734920119879924,4004.0110068119307,29.09500517352509,222.32739923524468,522.643519565895,61.98300821397515,85.45698757014844,28.38178271972031,2.0391907227763237,25.999552068297366,22.122778383107704,20.63062020251762,normal,Normal continuous telemetry
2026-09-18 10:00:02,5341.860502928425,59.3628002149223,3989.18737683563,29.224942390942562,222.4004965528343,533.1339147926474,59.475389370917924,86.905866020056,28.654324248296167,2.0835129063961007,26.09831358478872,22.461267843077138,20.426745750552193,normal,Normal continuous telemetry
2026-09-18 10:00:03,5401.307802015575,60.739763043343785,3997.8051432943516,28.953614148612353,224.30820134387724,529.1652498313196,60.26226252981663,85.31326460023355,29.049937155310914,2.0824286373319136,26.088136435243793,22.390375843530492,20.780042288316547,normal,Normal continuous telemetry
2026-09-18 10:00:04,5347.208430452716,60.92330619556029,4046.0776418105247,29.130998770422305,222.84306313360673,528.0261346517132,60.58645789182587,85.58419523898148,28.91121649866016,2.073305536486971,26.031842972250477,22.556431551111583,20.59194974274904,normal,Normal continuous telemetry
2026-09-18 10:00:05,5409.951968828883,61.10125989385036,4010.177840387319,29.409230432226686,223.8268491500905,534.5272281775618,62.57746246620003,85.91351369263536,28.95418769973049,2.0676987330668433,26.060252762389712,22.79806167541203,20.645817446516528,normal,Normal continuous telemetry
2026-09-18 10:00:06,5491.972751014812,62.34322747745025,4017.5448008130165,29.112618964388513,224.35568206037848,538.3626388790076,61.84312224370679,88.03454083785003,29.432676602679557,2.049460712110003,26.08693724751227,22.89818239987773,20.902525849800302,normal,Normal continuous telemetry
2026-09-18 10:00:07,5499.793006453287,60.90255834006781,4057.803441882967,29.13782470379685,225.88410920106273,535.5639627894708,62.242766099706024,86.16347918687526,29.282520635285596,2.0459317192023843,26.096895438393016,22.5883281284818,20.79099839547141,normal,Normal continuous telemetry
2026-09-18 10:00:08,5524.95708178084,61.64583154744358,4075.646347120248,29.32834992496727,224.7870641187535,529.8136274424561,60.73853293951561,85.02305081173412,29.6174607000005,2.1278549872710113,26.260101869279787,22.880717715835537,20.57967044091999,normal,Normal continuous telemetry
2026-09-18 10:00:09,5502.085812169643,61.74351450724525,4031.718511035312,29.461317321770416,226.7723859940376,537.5608666801634,60.689345325857296,86.43200967471456,29.44989202199078,2.0907326592809286,26.148483314571646,22.967781395003566,20.54624872288801,normal,Normal continuous telemetry
2026-09-18 10:00:10,5561.657485031286,62.355025982153826,4046.3127259005414,29.372819847215883,228.46793320546578,534.0750562648274,62.075642966358366,85.33226928367277,29.63943904376846,2.0914683855182914,26.201616435414344,22.712267434632302,20.584484858439193,normal,Normal continuous telemetry
2026-09-18 10:00:11,5550.774267923422,61.836678135780915,4059.7433719676665,29.60666449399972,227.25906681636562,537.9081167327427,61.70716832649525,85.33908227271561,29.586515222958027,2.110452550519995,26.132566479197955,22.795433977847615,20.679554571174993,normal,Normal continuous telemetry
2026-09-18 10:00:12,5513.76032006459,63.35504953177013,4081.25664790436,29.571799407376986,226.27125185846515,532.8384127873859,62.030741784113935,86.46310653457871,29.63645956494412,2.130574692864965,26.11403183085529,23.059653666694516,20.620923599207597,normal,Normal continuous telemetry
2026-09-18 10:00:13,5535.703425666864,62.80503342570722,4053.488167629301,29.60523618881901,227.48942673927735,539.4611667140031,61.480484630268116,85.76956206601203,29.705530655019945,2.1134534231392967,26.104123679507843,22.996072169234534,20.580621036856655,normal,Normal continuous telemetry
2026-09-18 10:00:14,5496.074582394881,61.925096738058464,4067.151967464252,29.59746418638179,225.464168294958,532.9493209227179,61.77504451799619,85.95046927587121,29.322266018788994,2.076252993696542,25.996200907070897,22.91169780425053,20.79531271746567,normal,Normal continuous telemetry
2026-09-18 10:00:15,5433.482022324461,62.18692319734282,4084.13098481149,29.898556758680982,226.75808151870243,530.3993173329751,61.50867579877086,85.89327040479286,29.150409406846254,2.1296166579126052,26.02597131534641,23.011495961712708,20.608164044960088,normal,Normal continuous telemetry
2026-09-18 10:00:16,5462.268243483096,63.01586455299007,4084.6666996099066,29.55335326013307,223.05448312679653,538.5808104205038,62.11374740921417,85.99118109964573,29.5606354005368,2.147725141300976,26.01044454221263,22.885295340331822,20.906109336694378,normal,Normal continuous telemetry
2026-09-18 10:00:17,5404.89131788134,63.24434651234827,4079.51735435083,29.31795282880516,224.31887696710982,535.4405970591737,62.05769633699748,85.94761433003673,29.224741249967312,2.098287746512568,25.957513004919605,22.805796232698107,20.643332572773744,normal,Normal continuous telemetry
2026-09-18 10:00:18,5462.565391737362,63.887306564343476,4086.9384798668457,29.893086455394418,223.40116630494387,535.4849211495284,60.14527021965215,84.35527927999802,29.32865964924794,2.1265913012445155,26.03264168151034,23.24836180948778,20.8531112729504,normal,Normal continuous telemetry
2026-09-18 10:00:19,5428.3099529054425,64.34043149885186,4076.4864577865105,29.61735275612491,223.54806419331194,542.0389894380868,59.61620214811946,86.30704098543286,29.48542190375045,2.129130590469572,26.136998445433285,22.754762167062868,20.686282645713796,normal,Normal continuous telemetry
2026-09-18 10:00:20,5426.851689529456,62.38991168269201,4094.492073476894,29.735320374557762,227.2622782232049,533.1274229764249,62.19480164099646,85.01789332665503,29.327352379927657,2.124923813980049,26.08730491955259,22.6057183149969,20.739454385616853,normal,Normal continuous telemetry
2026-09-18 10:00:21,5417.490408140549,61.20298175686724,4098.438995330999,29.948252109739776,226.18165688842313,533.4233983586074,62.29292307442969,84.73833147277536,28.965023934100223,2.1049915528270517,26.16124357461766,22.735239728724185,20.525076491386546,normal,Normal continuous telemetry
2026-09-18 10:00:22,5496.131236600269,60.20431697701984,4108.624208463415,29.54369191223715,224.28646108775035,534.3620751803444,60.7442102707543,85.62818171568692,29.332276873818028,2.120168393967675,26.16657157737498,22.86424063691947,20.49959206305971,normal,Normal continuous telemetry
2026-09-18 10:00:23,5462.871241384612,61.6985223567722,4103.290375110208,29.628005103909544,223.19278109492618,532.3667328736052,59.99367339194629,85.80666518995793,29.412765483787016,2.11076236834405,26.153578338410345,22.69769084468046,20.672149938169518,normal,Normal continuous telemetry
2026-09-18 10:00:24,5469.732765829409,60.777025749483485,4119.6391434469115,29.606772019524726,220.7958531455115,535.1366893840676,61.57767758553586,85.1602364643468,29.316286731651658,2.0555397345567354,26.08205127565464,22.607916751210094,20.726396646590672,normal,Normal continuous telemetry
2026-09-18 10:00:25,5488.719936751649,60.91724678055808,4130.0666113059715,29.758525465906878,224.90354575790855,532.4390664827149,62.25833163469769,86.45784692079619,29.415377330750964,2.122269297840415,26.161385048279875,23.151433940233552,20.614003248045638,normal,Normal continuous telemetry
2026-09-18 10:00:26,5534.126343308992,60.67364431334645,4123.616263943716,29.97372509950661,230.10450578516998,534.0633039605251,63.010269539639445,84.82322708135678,29.287758283223802,2.059371779672369,26.19676244022475,22.937488536576577,20.45236924292342,normal,Normal continuous telemetry
2026-09-18 10:00:27,5539.121450017189,60.93386107719861,4129.709897530128,30.015974151513465,227.3381986507439,540.7433305219993,61.988884834988525,85.59643999289666,29.531798054827,2.080013309074061,26.131389749624926,22.79641592514003,20.446107606817264,normal,Normal continuous telemetry
2026-09-18 10:00:28,5546.364091860528,61.747695635826005,4129.761960532848,30.00776765775582,226.23353446864317,533.4771275596803,61.29418967778912,85.46219995546892,29.54259355531121,2.154897595745389,26.18368210810281,23.082548598137777,20.446220588095912,normal,Normal continuous telemetry
