timestamp,rpm,throttle,altitude,ambient_temperature,cht,egt,oil_pressure,oil_temperature,fuel_flow,vibration,battery_voltage,alternator_current,injection_timing,fault_type,scenario
2026-09-18 10:00:00,5210.665097791405,57.283551755164694,3989.477670661989,28.977121620132145,219.7044918325463,524.3291200380238,60.99781880302432,86.87186225764512,28.408704361607224,2.0506643563723386,25.966369974679473,22.025760421027048,20.49308039754407,normal,Faulty continuous telemetry
2026-09-18 10:00:01,5222.421952062234,58.734920119879924,4004.0110068119307,29.09500517352509,222.32739923524468,522.643519565895,61.98300821397515,85.45698757014844,28.38178271972031,2.0391907227763237,25.999552068297366,22.122778383107704,20.63062020251762,normal,Faulty continuous telemetry
2026-09-18 10:00:02,5341.860502928425,59.3628002149223,3989.18737683563,29.224942390942562,222.4004965528343,533.1339147926474,59.475389370917924,86.905866020056,28.654324248296167,2.0835129063961007,26.09831358478872,22.461267843077138,20.426745750552193,normal,Faulty continuous telemetry
2026-09-18 10:00:03,5401.307802015575,60.739763043343785,3997.8051432943516,28.953614148612353,224.30820134387724,529.1652498313196,60.26226252981663,85.31326460023355,29.049937155310914,2.0824286373319136,26.088136435243793,22.390375843530492,20.780042288316547,normal,Faulty continuous telemetry
2026-09-18 10:00:04,5347.208430452716,60.92330619556029,4046.0776418105247,29.130998770422305,222.84306313360673,528.0261346517132,60.58645789182587,85.58419523898148,28.91121649866016,2.073305536486971,26.031842972250477,22.556431551111583,20.59194974274904,normal,Faulty continuous telemetry
2026-09-18 10:00:05,5409.951968828883,61.10125989385036,4010.177840387319,29.409230432226686,223.8268491500905,534.5272281775618,62.57746246620003,85.91351369263536,28.95418769973049,2.0676987330668433,26.060252762389712,22.79806167541203,20.645817446516528,normal,Faulty continuous telemetry
2026-09-18 10:00:06,5491.972751014812,62.34322747745025,4017.5448008130165,29.112618964388513,224.35568206037848,538.3626388790076,61.84312224370679,88.03454083785003,29.432676602679557,2.049460712110003,26.08693724751227,22.89818239987773,20.902525849800302,normal,Faulty continuous telemetry
2026-09-18 10:00:07,5499.793006453287,60.90255834006781,4057.803441882967,29.13782470379685,225.88410920106273,535.5639627894708,62.242766099706024,86.16347918687526,29.282520635285596,2.0459317192023843,26.096895438393016,22.5883281284818,20.79099839547141,normal,Faulty continuous telemetry
2026-09-18 10:00:08,5524.95708178084,61.64583154744358,4075.646347120248,29.32834992496727,224.7870641187535,529.8136274424561,60.73853293951561,85.02305081173412,29.6174607000005,2.1278549872710113,26.260101869279787,22.880717715835537,20.57967044091999,normal,Faulty continuous telemetry
2026-09-18 10:00:09,5502.085812169643,61.74351450724525,4031.718511035312,29.461317321770416,226.7723859940376,537.5608666801634,60.689345325857296,86.43200967471456,29.44989202199078,2.0907326592809286,26.148483314571646,22.967781395003566,20.54624872288801,normal,Faulty continuous telemetry
